1_cl100_Golestan_cr1-159	NC_071147.1|YP_010685339.1_1|[Klebsiella_phage_KP591P1]hypothetical_protein|242..712|156	0.192	158	125	0	2	159	1	156	1.339E-08	382
1_cl100_Golestan_cr1-159	NC_071148.1|YP_010685459.1_43|[Klebsiella_phage_KP591P3]hypothetical_protein|23380..23850|156	0.192	158	125	0	2	159	1	156	1.339E-08	382
1_cl100_K1G_DT	NC_071147.1|YP_010685339.1_1|[Klebsiella_phage_KP591P1]hypothetical_protein|242..712|156	0.173	161	128	0	2	162	1	156	1.056E-08	388
1_cl100_K1G_DT	NC_071148.1|YP_010685459.1_43|[Klebsiella_phage_KP591P3]hypothetical_protein|23380..23850|156	0.173	161	128	0	2	162	1	156	1.056E-08	388
1_cl100_VLCpiS11a_DT	NC_071147.1|YP_010685339.1_1|[Klebsiella_phage_KP591P1]hypothetical_protein|242..712|156	0.214	156	122	0	2	157	1	156	4.726E-09	388
1_cl100_VLCpiS11a_DT	NC_071148.1|YP_010685459.1_43|[Klebsiella_phage_KP591P3]hypothetical_protein|23380..23850|156	0.214	156	122	0	2	157	1	156	4.726E-09	388
1_cl100_fFiEco03_cr1-150	NC_071147.1|YP_010685339.1_1|[Klebsiella_phage_KP591P1]hypothetical_protein|242..712|156	0.185	150	120	0	1	150	6	153	9.214E-08	341
1_cl100_fFiEco03_cr1-150	NC_071148.1|YP_010685459.1_43|[Klebsiella_phage_KP591P3]hypothetical_protein|23380..23850|156	0.185	150	120	0	1	150	6	153	9.214E-08	341
1_cl100_ss3e_DT	NC_071147.1|YP_010685339.1_1|[Klebsiella_phage_KP591P1]hypothetical_protein|242..712|156	0.168	159	127	0	2	160	1	154	5.826E-08	358
1_cl100_ss3e_DT	NC_071148.1|YP_010685459.1_43|[Klebsiella_phage_KP591P3]hypothetical_protein|23380..23850|156	0.168	159	127	0	2	160	1	154	5.826E-08	358
1_cl100_sw3-49_DT	NC_071147.1|YP_010685339.1_1|[Klebsiella_phage_KP591P1]hypothetical_protein|242..712|156	0.181	165	127	0	2	166	1	156	9.741E-09	382
1_cl100_sw3-49_DT	NC_071148.1|YP_010685459.1_43|[Klebsiella_phage_KP591P3]hypothetical_protein|23380..23850|156	0.181	165	127	0	2	166	1	156	9.741E-09	382
2_cl45_59	NC_071147.1|YP_010685339.1_1|[Klebsiella_phage_KP591P1]hypothetical_protein|242..712|156	0.548	165	70	0	1	165	1	156	4.055E-17	716
2_cl45_59	NC_071148.1|YP_010685459.1_43|[Klebsiella_phage_KP591P3]hypothetical_protein|23380..23850|156	0.548	165	70	0	1	165	1	156	4.055E-17	716
2_cl45_CobraSix	NC_071147.1|YP_010685339.1_1|[Klebsiella_phage_KP591P1]hypothetical_protein|242..712|156	0.628	164	58	0	2	165	1	156	9.910E-18	745
2_cl45_CobraSix	NC_071148.1|YP_010685459.1_43|[Klebsiella_phage_KP591P3]hypothetical_protein|23380..23850|156	0.628	164	58	0	2	165	1	156	9.910E-18	745
2_cl45_Sf11_cr1-165	NC_071147.1|YP_010685339.1_1|[Klebsiella_phage_KP591P1]hypothetical_protein|242..712|156	0.830	153	26	0	2	154	1	153	2.755E-21	860
2_cl45_Sf11_cr1-165	NC_071148.1|YP_010685459.1_43|[Klebsiella_phage_KP591P3]hypothetical_protein|23380..23850|156	0.830	153	26	0	2	154	1	153	2.755E-21	860
2_cl45_phi1M2-2	NC_071147.1|YP_010685339.1_1|[Klebsiella_phage_KP591P1]hypothetical_protein|242..712|156	0.296	160	107	0	2	161	3	155	1.513E-10	440
2_cl45_phi1M2-2	NC_071148.1|YP_010685459.1_43|[Klebsiella_phage_KP591P3]hypothetical_protein|23380..23850|156	0.296	160	107	0	2	161	3	155	1.513E-10	440
2_cl45_sal3	NC_071147.1|YP_010685339.1_1|[Klebsiella_phage_KP591P1]hypothetical_protein|242..712|156	0.846	156	24	0	5	160	1	156	2.012E-21	886
2_cl45_sal3	NC_071148.1|YP_010685459.1_43|[Klebsiella_phage_KP591P3]hypothetical_protein|23380..23850|156	0.846	156	24	0	5	160	1	156	2.012E-21	886
2_cl45_yx3973	NC_071147.1|YP_010685339.1_1|[Klebsiella_phage_KP591P1]hypothetical_protein|242..712|156	0.865	156	21	0	1	156	1	156	1.023E-22	918
2_cl45_yx3973	NC_071148.1|YP_010685459.1_43|[Klebsiella_phage_KP591P3]hypothetical_protein|23380..23850|156	0.865	156	21	0	1	156	1	156	1.023E-22	918
3_cl8_JBD44	NC_071147.1|YP_010685339.1_1|[Klebsiella_phage_KP591P1]hypothetical_protein|242..712|156	0.214	153	117	0	2	151	3	155	4.047E-10	438
3_cl8_JBD44	NC_071148.1|YP_010685459.1_43|[Klebsiella_phage_KP591P3]hypothetical_protein|23380..23850|156	0.214	153	117	0	2	151	3	155	4.047E-10	438
3_cl8_PAJ2	NC_071147.1|YP_010685339.1_1|[Klebsiella_phage_KP591P1]hypothetical_protein|242..712|156	0.208	153	120	0	2	154	3	155	4.027E-09	395
3_cl8_PAJ2	NC_071148.1|YP_010685459.1_43|[Klebsiella_phage_KP591P3]hypothetical_protein|23380..23850|156	0.208	153	120	0	2	154	3	155	4.027E-09	395
1_cl100_ro145c_DT	NC_071147.1|YP_010685339.1_1|[Klebsiella_phage_KP591P1]hypothetical_protein|242..712|156	0.158	156	128	0	1	153	1	156	4.906E-08	357
1_cl100_ro145c_DT	NC_071148.1|YP_010685459.1_43|[Klebsiella_phage_KP591P3]hypothetical_protein|23380..23850|156	0.158	156	128	0	1	153	1	156	4.906E-08	357
3_cl8_PS-1	NC_071147.1|YP_010685339.1_1|[Klebsiella_phage_KP591P1]hypothetical_protein|242..712|156	0.207	153	117	0	2	149	3	155	1.531E-08	371
3_cl8_PS-1	NC_071148.1|YP_010685459.1_43|[Klebsiella_phage_KP591P3]hypothetical_protein|23380..23850|156	0.207	153	117	0	2	149	3	155	1.531E-08	371
1_cl100_K1ind1_cr1-159	NC_071147.1|YP_010685339.1_1|[Klebsiella_phage_KP591P1]hypothetical_protein|242..712|156	0.197	158	124	0	2	159	1	156	9.879E-09	393
1_cl100_K1ind1_cr1-159	NC_071148.1|YP_010685459.1_43|[Klebsiella_phage_KP591P3]hypothetical_protein|23380..23850|156	0.197	158	124	0	2	159	1	156	9.879E-09	393
4_cl5_Carvaje	NC_071147.1|YP_010685339.1_1|[Klebsiella_phage_KP591P1]hypothetical_protein|242..712|156	0.075	141	129	0	15	155	10	149	1.892E-06	291
4_cl5_Carvaje	NC_071148.1|YP_010685459.1_43|[Klebsiella_phage_KP591P3]hypothetical_protein|23380..23850|156	0.075	141	129	0	15	155	10	149	1.892E-06	291
4_cl5_Isfahan	NC_071147.1|YP_010685339.1_1|[Klebsiella_phage_KP591P1]hypothetical_protein|242..712|156	0.115	159	132	0	7	165	2	151	1.005E-05	259
4_cl5_Isfahan	NC_071148.1|YP_010685459.1_43|[Klebsiella_phage_KP591P3]hypothetical_protein|23380..23850|156	0.115	159	132	0	7	165	2	151	1.005E-05	259
5_cl1_Seahorse	NC_071147.1|YP_010685339.1_1|[Klebsiella_phage_KP591P1]hypothetical_protein|242..712|156	0.146	118	100	0	48	165	38	155	2.144E-04	201
5_cl1_Seahorse	NC_071148.1|YP_010685459.1_43|[Klebsiella_phage_KP591P3]hypothetical_protein|23380..23850|156	0.146	118	100	0	48	165	38	155	2.144E-04	201
6_cl1_TRS1	NC_071147.1|YP_010685339.1_1|[Klebsiella_phage_KP591P1]hypothetical_protein|242..712|156	0.141	144	120	0	12	155	16	156	3.987E-08	365
6_cl1_TRS1	NC_071148.1|YP_010685459.1_43|[Klebsiella_phage_KP591P3]hypothetical_protein|23380..23850|156	0.141	144	120	0	12	155	16	156	3.987E-08	365
1_cl100_NTEC3_cr1-159	NC_071147.1|YP_010685339.1_1|[Klebsiella_phage_KP591P1]hypothetical_protein|242..712|156	0.176	158	128	0	2	159	1	156	3.785E-08	368
1_cl100_NTEC3_cr1-159	NC_071148.1|YP_010685459.1_43|[Klebsiella_phage_KP591P3]hypothetical_protein|23380..23850|156	0.176	158	128	0	2	159	1	156	3.785E-08	368
