,NC_021563.1|YP_008130362.1_69|61-ENDaa,NC_028695.2|YP_009191452.1_44|61-ENDaa,NC_069154.1|YP_010582687.1_36|61-ENDaa,NC_069155.1|YP_010582762.1_54|61-ENDaa,NC_073319.1|YP_010749254.1_49|61-ENDaa,NC_073320.1|YP_010749351.1_65|61-ENDaa,NC_073318.1|YP_010749190.1_57|61-ENDaa,NC_042084.1|YP_009620110.1_30|61-ENDaa,NC_073323.1|YP_010749531.1_31|61-ENDaa,NC_041897.1|YP_009597310.1_30|61-ENDaa,NC_041898.1|YP_009597361.1_30|61-ENDaa,NC_073325.1|NC_073325.1_rescuedCDS_001-rescued|61-ENDaa,NC_073315.1|YP_010748934.1_32|61-ENDaa,NC_073324.1|YP_010749628.1_48|61-ENDaa,NC_073322.1|YP_010749480.1_51|61-ENDaa,NC_048181.1|YP_009821865.1_29|61-ENDaa,NC_069156.1|NC_069156.1_rescuedCDS_001-rescued|61-ENDaa,NC_006940.2|YP_224071.2_49|61-ENDaa,NC_009232.2|YP_001110804.1_32|61-ENDaa,NC_019539.1|YP_007010485.1_32|61-ENDaa,NC_021775.1|YP_008239656.1_59|61-ENDaa,NC_021777.1|YP_008239742.1_33|61-ENDaa,NC_022752.1|YP_008767031.1_32|61-ENDaa,NC_022754.1|YP_008767202.1_31|61-ENDaa,NC_027993.1|YP_009168811.1_31|61-ENDaa,NC_027994.1|YP_009168860.1_28|61-ENDaa,NC_028698.1|YP_009191566.1_13|61-ENDaa,NC_041991.1|YP_009608586.1_31|61-ENDaa,NC_041992.1|YP_009608659.1_38|61-ENDaa,NC_069146.1|NC_069146.1_rescuedCDS_001-rescued|61-ENDaa,NC_069147.1|YP_010582173.1_4|61-ENDaa,NC_069148.1|YP_010582256.1_23|61-ENDaa,NC_069149.1|YP_010582355.1_57|61-ENDaa,NC_069150.1|YP_010582402.1_29|61-ENDaa,NC_069151.1|YP_010582462.1_30|61-ENDaa,NC_069152.1|YP_010582526.1_31|61-ENDaa,NC_069153.1|YP_010582609.1_31|61-ENDaa,NC_073169.1|YP_010745711.1_14|61-ENDaa,NC_073172.1|YP_010745936.1_50|61-ENDaa,NC_073173.1|YP_010745997.1_46|61-ENDaa,NC_073174.1|YP_010746058.1_46|61-ENDaa,NC_073175.1|YP_010746105.1_33|61-ENDaa,NC_073176.1|YP_010746163.1_32|61-ENDaa,NC_073178.1|YP_010746292.1_35|61-ENDaa,NC_073179.1|YP_010746353.1_34|61-ENDaa,NC_073181.1|YP_010746472.1_34|61-ENDaa,NC_073182.1|YP_010746529.1_33|61-ENDaa,NC_073183.1|YP_010746573.1_20|61-ENDaa,NC_073184.1|YP_010746638.1_28|61-ENDaa,NC_073185.1|YP_010746671.1_2|61-ENDaa,NC_073186.1|YP_010746740.1_28|61-ENDaa,NC_073187.1|YP_010746794.1_22|61-ENDaa,NC_073188.1|YP_010746878.1_52|61-ENDaa,NC_073189.1|YP_010746943.1_51|61-ENDaa,NC_073190.1|YP_010747008.1_54|61-ENDaa,NC_073191.1|YP_010747044.1_22|61-ENDaa,NC_073192.1|YP_010747091.1_2|61-ENDaa,NC_073193.1|YP_010747158.1_1|61-ENDaa,NC_073194.1|YP_010747278.1_59|61-ENDaa,NC_073195.1|YP_010747311.1_32|61-ENDaa,NC_073196.1|YP_010747348.1_1|61-ENDaa,NC_073197.1|YP_010747414.1_2|61-ENDaa,NC_073198.1|YP_010747527.1_55|61-ENDaa,NC_073199.1|YP_010747565.1_33|61-ENDaa,NC_073200.1|YP_010747631.1_35|61-ENDaa,NC_073201.1|YP_010747707.1_45|61-ENDaa,NC_073202.1|YP_010747776.1_51|61-ENDaa,NC_073203.1|YP_010747827.1_35|61-ENDaa,NC_073207.1|YP_010748060.1_14|61-ENDaa,NC_073208.1|YP_010748121.1_22|61-ENDaa,NC_073209.1|YP_010748158.1_2|61-ENDaa,NC_073211.1|YP_010748302.1_41|61-ENDaa,NC_073212.1|YP_010748347.1_32|61-ENDaa,NC_073213.1|YP_010748410.1_30|61-ENDaa,NC_073214.1|YP_010748485.1_42|61-ENDaa,NC_073215.1|YP_010748570.1_62|61-ENDaa,NC_073216.1|YP_010748571.1_1|61-ENDaa,NC_073217.1|YP_010748692.1_52|61-ENDaa,NC_073218.1|YP_010748753.1_42|61-ENDaa,NC_073219.1|YP_010748811.1_44|61-ENDaa,NC_073314.1|YP_010748878.1_52|61-ENDaa,NC_073316.1|YP_010749013.1_34|61-ENDaa,NC_073317.1|YP_010749088.1_32|61-ENDaa,NC_073321.1|YP_010749398.1_41|61-ENDaa,NC_093712.1|YP_011217254.1_66|61-ENDaa,NC_093713.1|YP_011217259.1_4|61-ENDaa,NC_016763.1|YP_005098157.1_61|61-ENDaa,NC_021317.1|YP_008058250.1_4|61-ENDaa,NC_023608.1|YP_009009956.1_32|61-ENDaa,NC_024204.1|YP_009035169.1_32|61-ENDaa,NC_026017.1|YP_009113179.1_32|61-ENDaa,NC_031021.1|YP_009280164.1_36|61-ENDaa,NC_031925.1|YP_009322852.1_45|61-ENDaa,NC_042065.1|YP_009617948.1_29|61-ENDaa,NC_073170.1|YP_010745798.1_34|61-ENDaa,NC_073204.1|YP_010747922.1_54|61-ENDaa,NC_073205.1|YP_010747962.1_35|61-ENDaa,NC_073206.1|YP_010748029.1_45|61-ENDaa,NC_073210.1|YP_010748234.1_19|61-ENDaa,NC_025466.1|YP_009103930.1_44|61-ENDaa,NC_025471.1|YP_009104269.1_32|61-ENDaa,NC_031918.1|YP_009322253.1_56|61-ENDaa,NC_031924.1|YP_009322784.1_71|61-ENDaa,NC_054639.1|YP_010053351.1_68|61-ENDaa,NC_054637.1|YP_010053157.1_33|61-ENDaa,NC_054640.1|YP_010053424.1_51|61-ENDaa,NC_054642.1|YP_010053568.1_35|61-ENDaa,NC_054644.1|YP_010053744.1_61|61-ENDaa,NC_054645.1|YP_010053774.1_9|61-ENDaa,NC_054646.1|YP_010053895.1_43|61-ENDaa,NC_054647.1|YP_010053947.1_12|61-ENDaa,NC_054648.1|YP_010054086.1_66|61-ENDaa,NC_054649.1|YP_010054109.1_1|61-ENDaa,NC_054650.1|YP_010054216.1_20|61-ENDaa,NC_054651.1|YP_010054278.1_3|61-ENDaa,NC_070846.1|YP_010657373.1_6|61-ENDaa,NC_071144.1|NC_071144.1_rescuedCDS_001-rescued|61-ENDaa,NC_071145.1|YP_010685201.1_21|61-ENDaa,NC_010495.1|YP_001742077.1_40|61-ENDaa,NC_021534.1|YP_008126228.1_64|61-ENDaa,NC_042037.1|YP_009614662.1_66|61-ENDaa,NC_054638.1|YP_010053264.1_54|61-ENDaa,NC_054641.1|YP_010053506.1_58|61-ENDaa,NC_054643.1|NC_054643.1_rescuedCDS_001-rescued|61-ENDaa,NC_054652.1|YP_010054359.1_8|61-ENDaa,NC_054653.1|YP_010054425.1_10|61-ENDaa,NC_054654.1|YP_010054546.1_53|61-ENDaa,NC_071142.1|YP_010684979.1_56|61-ENDaa,NC_071143.1|YP_010685010.1_7|61-ENDaa,NC_071146.1|YP_010685299.1_41|61-ENDaa,NC_071147.1|YP_010685343.1_5|61-ENDaa,NC_071148.1|YP_010685463.1_47|61-ENDaa,NC_071149.1|YP_010685565.1_71|61-ENDaa,NC_071150.1|YP_010685651.1_73|61-ENDaa,NC_071151.1|YP_010685723.1_61|61-ENDaa,NC_071152.1|YP_010685767.1_34|61-ENDaa,NC_071153.1|YP_010685872.1_61|61-ENDaa,NC_071154.1|YP_010685913.1_19|61-ENDaa,NC_071155.1|YP_010686028.1_56|61-ENDaa,NC_071156.1|YP_010686111.1_60|61-ENDaa,NC_071157.1|YP_010686186.1_55|61-ENDaa,NC_054636.1|YP_010053057.1_13|61-ENDaa,NC_048198.1|YP_009824051.1_21|61-ENDaa,NC_019927.1|YP_007237576.1_2|61-ENDaa,NC_071003.1|YP_010675373.1_25|61-ENDaa,NC_070824.1|NC_070824.1_rescuedCDS_001-rescued|61-ENDaa,NC_028819.1|YP_009200196.1_10|61-ENDaa,NC_070822.1|YP_010655183.1_19|61-ENDaa,NC_002484.2|NP_061523.1_26|61-ENDaa,NC_016765.1|YP_005098229.1_26|61-ENDaa,NC_011373.1|YP_002284357.1_23|61-ENDaa,NC_029066.1|YP_009222847.1_77|61-ENDaa,NC_030929.1|YP_009275526.1_39|61-ENDaa,NC_016762.1|YP_005098088.1_61|61-ENDaa,NC_074663.1|YP_010773403.1_13|61-ENDaa,NC_074664.1|YP_010773486.1_18|61-ENDaa,NC_030909.1|YP_009273700.1_18|61-ENDaa,NC_041925.1|YP_009600629.1_47|61-ENDaa,NC_025443.1|YP_009101225.1_55|61-ENDaa,NC_042062.1|YP_009617884.1_55|61-ENDaa,NC_047786.1|YP_009787825.1_51|61-ENDaa,NC_071011.1|YP_010676313.1_56|61-ENDaa,NC_070772.1|YP_010649714.1_27|61-ENDaa,NC_031098.1|YP_009289769.1_30|61-ENDaa,NC_073031.1|YP_010738745.1_18|61-ENDaa
NC_021563.1|YP_008130362.1_69|61-ENDaa,100,36.761905,27.425373,36.727273,29.037801,30.782918,29.432014,30.925926,30.093458,32.179931,32.352941,29.022082,30.508475,29.906542,26.37931,26.955075,35.368043,29.173989,28.371278,30.560579,30.136986,29.856115,28.070175,29.349736,31.114551,31.825273,28.545781,30.357143,28.909091,32.869565,30.656934,31.777379,31.372549,31.777379,31.194296,30.922242,26.923077,30.481283,30.879713,29.590018,29.569892,29.390681,28.62254,30.659537,29.003559,29.173989,29.173989,31.071429,28.747795,31.521739,29.874776,29.609929,30.714286,29.528986,31.283906,30.797101,30.978261,30.32491,30.74141,30.195382,34.739454,29.876977,29.62298,28.672566,30.490018,29.525483,29.100529,28.877005,30.782918,28.318584,28.571429,30.427046,29.049296,30.481283,29.349736,29.837251,30.714286,29.874776,29.62963,29.100529,26.30719,27.317881,26.809211,26.438849,34.533552,32.339089,28.924162,31.521739,30.922242,30.560579,27.915194,31.521739,31.386861,29.557522,29.525483,29.159213,30.782918,31.393298,28.646749,26.883562,24.319066,28.725314,26.592357,30.885122,28.641571,28.597122,31.548757,28.810409,31.931166,30.783939,26.631393,27.321429,24.915254,26.05042,28.804348,25.806452,28.846154,26.218487,27.318718,26.537786,26.537786,26.98145,26.455026,32.122371,21.939587,23.786408,22.660099,29.623288,28.273245,25.818182,24.826389,24.826389,26.929392,26.929392,27.422003,29.658385,23.489933,22.964169,25.207297,26.929392,29.320988,25.911708,29.606625,27.225131,25.70922,30.89701,27.422003,25.138632,25.255973,25.29511,24.014337,24.070796,25.490196,25.042017,25.795053,29.067245,25.985663,25,24.137931,28.571429,29.026217,25.694444,24.617997,25.727069,30.930931
NC_028695.2|YP_009191452.1_44|61-ENDaa,36.761905,100,27.946768,34.132841,27.777778,31.135531,33.029197,29.422719,30.206379,34.357006,33.973129,30.795262,32.432432,30.018762,29.090909,30.381944,36.49635,28.888889,29.074074,28.723404,28.125,30.555556,28.648649,28.942486,33.500838,32.38255,28.519856,28.241563,27.787934,31.171171,29.347826,29.528986,29.528986,29.710145,29.347826,33.333333,28.599606,29.189189,29.189189,29.475588,29.061372,28.828829,29.078014,28.900709,28.546099,28.241563,28.241563,29.21147,29.347826,29.516995,28.877005,29.46593,28.649635,28.856624,28.33935,29.338104,29.516995,28.676471,29.516995,28.853047,34.005038,28.519856,28.673835,28.648649,29.061372,28.880866,28.288288,29.87013,29.166667,28.136201,29.323308,29.044118,28.288288,29.54955,29.009009,28.648649,28.33638,29.411765,28.241563,28.596803,30.99631,30.530165,31.471136,30.350195,33.389262,32.996633,29.595588,29.516995,28.900709,28.723404,27.289048,29.516995,29.061372,28.928571,28.108108,29.067642,29.166667,30.895795,28.390597,28.063943,27.650728,27.440147,27.444254,25.378788,25.396825,26.159555,25,24.538745,26.443203,25,27.651515,26.415094,34.375,29.272727,29.511278,29.142857,31.967213,28.181818,26.325088,24.548736,24.548736,24.911661,27.204503,26.285714,27.046263,26.408451,25.311943,25.694444,26.266417,24.067164,27.324478,27.324478,29.695886,29.695886,28.571429,30.420168,25.659051,25.483304,28.985507,28.571429,29.284526,29.979036,27.114967,26.032316,30.576923,29.530201,28.31216,26.771654,27.486438,27.818182,29.032258,28.785047,29.433962,28.233151,27.87194,28.358209,26.204239,25.846702,24.452555,30.604288,27.631579,25.729927,24.60177,27.868852,30.21148
NC_069154.1|YP_010582687.1_36|61-ENDaa,27.425373,27.946768,100,30.666667,27.169811,28.046422,27.205882,29.906542,30.018762,30.769231,31.081081,31.016043,28.888889,29.831144,31.132075,33.879781,32.677165,29.076621,27.938343,28.076923,30.081301,27.586207,27.586207,27.606178,32.417582,29.20354,27.011494,28.740157,27.111984,28.571429,27.099237,27.413127,27.413127,27.413127,27.724665,26.094891,31.124498,29.492188,26.768642,26.436782,27.659574,27.659574,29.069767,27.466151,27.466151,27.184466,27.184466,30.980392,28.185328,28.00789,28.880157,29.076621,29.377432,27.165354,29.514563,27.416174,26.601942,26.796117,27.745665,29.549902,30.886076,27.466151,29.296875,26.145038,27.852998,27.466151,28.740157,27.290076,28.076923,28.796844,28.853755,28.880157,29.249012,30.980392,26.959847,27.466151,29.076621,29.320388,26.717557,27.184466,32.156134,31.97026,30.868762,31.349206,30.535714,30.70018,29.076621,28.00789,28.40691,28.076923,26.499033,28.00789,27.079304,28.737864,28.046422,24.761905,27.342256,28,29.191321,28.464419,25.150905,26.666667,29.520295,29.896907,28.856624,25.825243,28.542094,28.336756,28.425358,27.935223,28.11245,28.063241,26.226415,26.235741,25.52381,24.521073,31.179775,24.640288,23.913043,26.32613,26.32613,24.814815,27.710843,28.893443,25.402504,23.297491,23.185841,26.741996,28.149606,28.793774,30.737705,30.737705,31.040892,31.040892,31.412639,32.570423,28.813559,23.741007,29.906542,30.855019,33.450704,27.68595,25.518672,28.571429,26.893939,31.023102,28.358209,26.27451,26.375712,25.996205,28.709056,25.464684,30.425963,25.37037,32.44898,27.096774,29.239766,26.454034,25.153374,25.148515,30.443548,27.203065,27.165354,23.423423,27.743902
NC_069155.1|YP_010582762.1_54|61-ENDaa,36.727273,34.132841,30.666667,100,29.831144,32.156134,31.777379,31.086142,30.393996,28.130672,28.130672,28.888889,27.476636,30.669145,31.071429,30.560272,44.663383,32.085561,31.956912,31.654676,34.607219,33.272395,29.946524,31.654676,32.601351,31.578947,31.578947,30.879713,30.601093,32.638889,30.990991,30.198915,30.198915,30.74141,30.45045,31.891892,36.521739,28.873239,32.653061,31.098696,31.597846,31.777379,30.434783,33.395176,33.395176,31.418312,31.238779,30.341113,30.46595,30.535714,31.956912,31.238779,31.294964,32.956685,31.238779,32.777778,31.418312,30.330882,31.238779,30.341113,36.22449,31.294964,31.971581,30.40293,31.654676,31.654676,31.059246,29.541284,30.685921,31.777379,32.437276,31.597846,31.597846,31.059246,31.777379,31.238779,31.47482,31.597846,31.397459,31.777379,30.141844,29.964539,30.935252,27.695167,32.323232,31.418919,31.597846,30.535714,31.654676,31.654676,30.109489,30.535714,31.238779,30.645161,31.956912,32.69962,30.797101,30.685921,31.13879,24.14966,27.593361,27.205882,28.816467,25.800377,27.692308,28.571429,27.067669,27.222222,27.358491,27.52809,26.325411,27.071823,28.33935,29.323308,27.238095,30.434783,30.110497,27.256637,26.666667,24.911661,24.911661,26.943942,25.966851,27.631579,26.428571,26.666667,26.820604,26.094276,25.650558,27.756654,24.113475,24.113475,27.288732,27.288732,27.288732,28.618968,27.158273,26.010545,28.291815,27.288732,30.756303,27.108434,28.450106,24.37276,26.752768,30.033003,30.107527,25.146199,28.209765,28.028933,27.809524,26.909091,30.44316,30.912477,28.875969,26.778243,25.800377,26.964286,29.571984,32.793522,27.767695,23.853211,26.12782,27.713626,26.946108
NC_073319.1|YP_010749254.1_49|61-ENDaa,29.037801,27.777778,27.169811,29.831144,100,29.601518,30.604982,26.401447,28.492647,27.487352,25.833333,27.769111,26.607143,29.664179,28.495575,27.317073,31.578947,27.708703,27.865961,28.063943,31.440162,26.760563,27.886323,27.464789,29.746835,30.794702,27.433628,25.531915,27.5,28.793103,28.028933,26.315789,26.315789,25.396825,26.449275,28.807339,28.137652,25.978648,27.787611,27.422303,27.640845,26.748252,27.256637,28.141593,27.964602,26.77305,27.12766,27.949183,27.208481,26.816609,25.263158,28.774423,27.385159,27.45098,28.723404,27.036395,27.256944,25.735294,29.026549,25.800712,28.358209,27.079646,25.886525,26.545455,26.80776,27.079646,26.855124,26.508227,26.88172,24.956672,26.950355,29.21147,27.513228,26.315789,27.402135,27.54386,26.631393,27.256944,26.725664,27.12766,25.969646,29.545455,27.086882,26.530612,29.133858,29.890454,28.774423,26.816609,27.610619,28.063943,26.086957,26.816609,27.689594,27.240773,27.689594,26.306306,25.905797,26.88172,27.807487,28.156997,22.718808,26.086957,28.938907,31.931166,30.615641,26.725664,29.775281,29.294756,29.113924,28.028933,27.827648,26.110124,27.857143,27.003484,28.280961,26.642336,31.818182,25,28.213689,23.570191,23.570191,26.530612,27.827648,30.018762,24.630542,25.816993,26.315789,28.336079,24.028269,29.345794,26.383764,26.383764,25.040388,24.878837,25.570033,29.641186,25.542571,28.737542,26.711185,25.490196,29.329173,32.317073,29.218107,27.55102,28.390597,32.890365,29.794521,26.062847,26.279863,25.85034,27.370304,28.520499,28.214286,25.214408,28.23741,29.72973,27.272727,25.513699,25.818182,27.272727,24.823944,23.684211,25.811966,26.174497,28.134557
NC_073320.1|YP_010749351.1_65|61-ENDaa,30.782918,31.135531,28.046422,32.156134,29.601518,100,29.411765,27.655678,28.67784,30,30.185185,32.574431,27.889908,28.67784,32.402235,29.928315,29.528986,28.54512,28.703704,28.176796,25.433526,27.321429,27.757353,29.46593,30.915371,32.871972,28.518519,28.492647,27.272727,29.380531,29.511278,28.971963,28.971963,29.345794,29.323308,25.493716,31.884058,27.868852,28.125,29.962547,28.360958,28.54512,29.067642,28.153565,27.97075,28.492647,28.492647,28.308824,28.518519,29.62963,28.703704,29.259259,27.536232,27.272727,28.153565,27.787934,27.624309,28.816794,28.125,28.308824,31.719128,28.057554,29.499072,29.477612,29.444444,27.697842,28.33638,30.263158,27.827648,27.737226,27.636364,28.990826,27.717391,27.868852,27.090909,29.067642,28,26.702509,28.125,28.860294,27.943761,28.035714,29.520295,28.756957,31.903945,34.205934,28.33638,29.62963,27.573529,28.176796,29.357798,29.62963,27.808471,28.233151,28.438662,29.906542,29.323308,28.028933,29.390018,25.846702,27.824268,25.325885,29.809359,28.060264,29.379562,25.703565,27.756654,27.255639,26.93032,27.169811,26.335175,25.703565,28.776978,23.963964,28.598131,27.552987,31.652661,26.902655,24.910394,27.819549,27.819549,25.858951,26.151013,27.54717,23.05026,24.035088,22.984563,25.524476,25.482625,25.910931,25.884544,25.884544,27.240773,26.842105,27.017544,30.89983,27.106227,24.035088,28.264758,27.240773,29.74359,29.411765,28.008299,25.316456,28.871893,33.887043,26.795096,28.513238,27.106227,28.492647,27.389706,25.364964,26.916221,26.365348,27.592593,30.10989,29.239766,27.509294,26.806084,29.824561,30.501931,27.027027,25.912409,27.578475,31.024096
NC_073318.1|YP_010749190.1_57|61-ENDaa,29.432014,33.029197,27.205882,31.777379,30.604982,29.411765,100,30.586081,30.952381,28.888889,28.449744,27.44186,31.25,30.656934,27.304348,28.780488,32.85968,33.577982,32.051282,33.639706,24.098672,33.211009,33.090909,31.792976,28.769231,28.861154,31.215971,33.826248,30.570902,32.521739,29.6875,29.790941,29.965157,30.313589,29.340278,31.130435,30.501931,32.467532,32.541133,29.136691,31.941924,31.760436,32.246377,31.992687,31.992687,34.011091,33.826248,31.25,33.699634,32.058288,32.123412,33.395176,32.240437,30.939227,31.261426,31.397459,30.490018,28.798587,31.51184,31.25,37.121212,31.675875,32.293578,29.151943,32.058288,32.044199,33.150183,27.886323,33.888889,31.809872,33.148148,33.701657,33.888889,32.83859,31.868132,31.876138,32.422587,31.941924,33.641405,34.259259,27.914614,28.032787,27.361564,26.76311,28.527132,28.769231,33.148148,32.058288,33.333333,33.639706,28.825623,32.058288,31.034483,33.456562,34.195933,32.200358,29.442509,32.481752,32.780847,24.496644,24.712644,26.654741,29.570747,26.889279,29.579832,30.38674,28.218695,27.288732,26.923077,28.042328,26.211849,30.018762,29.636049,25.124792,28.597786,29.487179,32.212885,24.615385,27.427598,25.228519,25.228519,27.478261,26.211849,27.256637,28.83959,25.93801,26.633987,26.415094,22.641509,23.633157,27.476636,27.476636,24.83871,24.83871,24.677419,28.330781,26.554622,26.101142,27.334465,25.121556,28.790199,30.339321,29.184549,28.62069,25.65445,34.333333,26.916803,25.359712,29.809359,29.636049,29.143898,26.169844,26.701571,29.681979,26.713533,27.329193,24.647887,22.651007,27.787934,29.844961,28.085868,23.809524,24.032258,26.923077,31.17284
NC_042084.1|YP_009620110.1_30|61-ENDaa,30.925926,29.422719,29.906542,31.086142,26.401447,27.655678,30.586081,100,95.673877,28.063943,27.886323,36.700337,69.449082,96.006656,34.845735,31.914894,29.135338,31.836735,29.239766,32.121212,32.046332,31.034483,31.771894,31.075697,29.461279,29.362416,31.376518,30.664063,30.165289,29.569892,28.813559,28.358209,29.056604,28.731343,27.746741,25.650558,32.064128,30.859375,30.46875,27.54717,31.568228,31.568228,29.961089,30.291262,30.291262,30.664063,30.664063,30.859375,31.376518,31.97556,31.771894,31.160896,31.632653,31.469979,30.753564,31.97556,30.95723,27.724665,31.568228,31.25,30.102041,31.137725,30.604288,27.651515,30.938124,31.536926,30.664063,27.54717,29.320388,30.919765,32.206759,29.094412,30.273438,32.206759,28.543689,31.771894,31.771894,31.771894,30.46875,30.679612,36.120996,36.071429,36.412078,33.270321,30.13468,29.679595,31.568228,31.97556,31.578947,32.121212,26.959847,31.97556,31.160896,31.809145,29.296875,28.737864,28.248588,29.320388,30.693069,28.181818,23.565574,26.386233,26.064736,27.184466,28.245614,27.254902,25.71977,25.478927,29.70297,24.427481,25.996205,29.330709,26.519337,24.729242,28.383459,25.046382,29.201102,26.344086,27.737226,24.954792,24.954792,27.272727,25.426945,25.818882,27.140255,24.542125,25.225225,28.62069,25.968992,23.431734,26.383764,26.383764,30,30,30.178571,33.333333,24.691358,24.908425,28.051002,29.821429,31.911263,28.719008,25.265393,27.340824,27.079304,27.516779,27.670753,24.334601,25.35461,24.866785,25.782689,28.186715,26.071429,24.551971,27.305606,30.263158,22.5,29.549902,25.140713,27.255278,23.090909,27.272727,28.073394,28.066038,30.33033
NC_073323.1|YP_010749531.1_31|61-ENDaa,30.093458,30.206379,30.018762,30.393996,28.492647,28.67784,30.952381,95.673877,100,28.063943,27.886323,35.314092,68.614357,99.001664,32.68206,32.50444,30.451128,32.741617,32.213439,33.530572,31.538462,32.99389,31.124498,31.445313,29.541596,29.222973,27.932961,31.558185,30.408163,29.768271,31.702544,30.754352,31.506849,31.141199,30.560928,25.420561,32.6,30.46875,32.66129,28.131021,31.790744,31.790744,29.865125,32.459677,32.459677,31.558185,31.558185,32.871287,31.25,31.526104,33.201581,31.38833,31.854839,31.069959,30.985915,32.193159,31.187123,30.616302,31.790744,32.34714,31.29771,30.79922,32.621359,27.884615,30.604288,31.189084,30.7393,28.51711,30.367505,33.003953,33.667335,33.935743,34.063745,33.531746,28.790787,31.991952,33.134921,31.991952,33.2,32.604374,35.357143,35,35.753176,32.580038,30.050934,29.881154,31.790744,31.526104,31.589537,33.530572,27.54717,31.526104,31.38833,31.944444,29.287091,27.680312,31.11546,29.961832,32.335329,28.856624,24.273859,28.968254,27.351916,27.131783,27.368421,28.910891,25.43021,25.71977,29.38856,24.571429,25.996205,31.653226,27.78828,24.548736,29.924242,25.471698,28.415301,26.702509,28.04428,26.111111,26.111111,27.387387,25.426945,25.335893,25.945946,24.587156,24.865832,26.62116,25.855513,26.375712,27.61194,27.61194,28.896673,28.896673,28.745645,32.931034,24.381625,25.411335,29.704797,28.849558,31.856899,28.659794,27.078891,25.836431,27.713178,31.208054,27.288428,22.574627,25.177305,24.691358,25,26.373626,27.322404,24.377224,27.486438,31.877729,23.476703,27.758007,24.521073,27.326733,23.431734,25.621415,27.522936,28.735632,33.13253
NC_041897.1|YP_009597310.1_30|61-ENDaa,32.179931,34.357006,30.769231,28.130672,27.487352,30,28.888889,28.063943,28.063943,100,99.092284,26.153846,27.629234,28.063943,29.928315,28.521739,32.363636,27.027027,28.136201,26.929982,29.958678,29.097606,26.47585,27.857143,27.78626,26.412214,28.108108,27.289048,26.846847,27.170418,25.932504,27.708703,27.708703,28.063943,28.23741,31.307551,29.126214,27.191413,27.109515,26.344086,26.998224,27.468582,28.62254,27.289048,27.240143,27.289048,27.109515,26.978417,28.366248,26.868327,28.214286,27.191413,27.949183,26.401447,26.833631,26.164875,26.071429,27.207207,26.344086,26.929982,31.707317,27.678571,26.690391,26.785714,27.433628,27.857143,26.523297,25.088339,25.352113,28.163993,27.321429,27.580071,26.391382,26.833631,28.33935,27.142857,27.240143,26.998224,28.007181,27.289048,30.24055,28.888889,29.74359,25.35461,27.300613,28.34891,27.060932,26.868327,26.642984,26.929982,25.618375,26.868327,26.595745,28.007181,27.468582,26.902655,27.353464,25.176056,27.531083,28.960818,28.513238,26.449275,24.437299,25.59415,26.80067,25.362319,26.306306,26.428571,25.932504,25.044723,24.464286,24.456522,27.209705,28.070175,27.504554,27.902622,29.255319,25.344828,23.580034,23.465704,23.465704,27.777778,25.090253,25.44484,25.04065,24.677419,25.281804,25.914149,23.875433,29.038113,23.076923,23.076923,25.328947,25.328947,25.328947,31.182796,24.42623,24.83871,26.306914,23.387097,30.627871,27.346939,31.779661,24.482759,25.724638,35.172414,24.473258,28.756957,27.938671,28.13036,25.668449,26.527051,27.97075,28.975265,27.787934,28.418803,25.68306,23.793677,24.309392,28.571429,27.838828,25.309735,24.744027,25.055432,30.513595
